61426,ymnasium - vikariater,          ,,vikariat,         ,    ,       ,         
61427,vikariater på christianshavns gymnasium,2017-04-18,,vikariat,Prinsessegade 35,1422,København K,Region Hovedstaden
61430,rosborg gymnasium & hf søger vicerektor,2017-04-07,,fast stilling,Vestre Engvej 61,7100,Vejle,Region Syddanmark
61431,stillinger og årsvikariater på gladsaxe gymnasium,2017-04-07,,vikariat,Buddinge Hovedgade 81,2860,Søborg,Region Hovedstaden
61433,aabenraa statsskole søger nye kolleger,2017-04-07,,fast stilling,Forst Allé 14,6200,Aabenraa,Region Syddanmark
61436,øregård gymnasium søger 1-2 årsvikarer,          ,,vikariat,         ,    ,       ,         
61439,gentofte hf søger engelskvikar,2017-04-11,engelsk,vikariat,Dahlénsstræde 5,2820,Gentofte,Region Hovedstaden
61440,1-2 faste stillinger i middelfart,2017-04-11,,fast stilling,Østre Hougvej 97,5500,Middelfart,Region Syddanmark
61443,hf-lærerstillinger på hf & vuc fyn.,2017-04-18,,fast stilling,Kottesgade 6 - 8,5000,Odense C,Region Syddanmark
61444,ledig stilling i engelsk i kombination med et andet fag,2017-04-18,engelsk,fast stilling,Læssøegade 154,5230,Odense M,Region Syddanmark
61445,støvring gymnasium søger lærer i naturgeografi,2017-04-18,geografi,fast stilling,Mastrupvej 77,9530,Støvring,Region Nordjylland
61446,esbjerg gymnasium søger nye kolleger til: matematik fysik kemi naturgeografi dansk engelsk tysk spansk dramatik og billedkunst/design,2017-04-20,billedkunst-dansk-design-dramatik-engelsk-fysik-geografi-kemi-matematik-spansk-tysk,fast stilling,Spangsbjerg Møllevej 310,6700,Esbjerg,Region Syddanmark
61447,årsvikariat i oldtidskundskab på stenhus gymnasium & hf,2017-04-19,oldtidskundskab,vikariat,Stenhusvej 20,4300,Holbæk,Region Sjælland
61451,4-5 faste stillinger og 2-3 årsvikariater,2017-04-21,,vikariat,Højvangens Torv 6,8660,Skanderborg,Region Midtjylland
61452,2 gymnasielærere søges,2017-05-02,,fast stilling,Larslejsstr. 5-7,1451,København K,Region Hovedstaden
61453,chefkonsulent til kontor for gymnasiale uddannelser,2017-04-21,,fast stilling,Frederiksholm Kanal 21,1220,København K,Region Hovedstaden
61454,viborg gymnasium & hf søger dygtige undervisere,2017-04-21,,fast stilling,Skaldehøjvej 12,8800,Viborg,Region Midtjylland
61455,undervisere til nyborg gymnasium,2017-04-21,,fast stilling,Skolebakken 13,5800,Nyborg,Region Syddanmark
61456,vikar i matematik og fysik på høje taastrup gymnasium,2017-04-21,fysik-matematik,vikariat,Frøgaard Allé 2,2630,Taastrup,Region Hovedstaden
61457,viborg katedralskole søger dygtige lærere i engelsk spansk historie,2017-04-21,engelsk-historie-spansk,fast stilling,Gl. Skivevej 2,8800,Viborg,Region Midtjylland
61458,3-4 vikariater på ikast-brande gymnasium,2017-04-22,,vikariat,Bøgildvej 6,7430,Ikast,Region Midtjylland
61459,engelsklærer på tørring gymnasium,2017-04-23,engelsk,fast stilling,Kirkevej 20,7160,Tørring,Region Midtjylland
61461,hf og vuc københavn søger nye lærere,2017-04-24,,fast stilling,Åmarksvej 1,2650,Hvidovre,Region Hovedstaden
61462,ledig stilling til faget spansk på birkerød gymnasium hf ib & kostskole,2017-04-24,spansk,fast stilling,Søndervangen 56,3460,Birkerød,Region Hovedstaden
61464,tysk vikar søges til hf,2017-04-24,tysk,vikariat,Slotshaven 5,4300,Holbæk,Region Sjælland
61471,ledigt årsvikariat i naturgeografi på brønderslev gymnasium og hf,2017-04-25,geografi,vikariat,Islands Allé 20,9700,Brønderslev,Region Nordjylland
61473,lyngby gymnasium har timerest i oldtidskundskab og latin,2017-04-26,latin-oldtidskundskab,fast stilling,Hjortehøjsvej 1,2800,Kongens Lyngby,Region Hovedstaden
61474,kemi - årsvikar,2017-05-01,kemi,vikariat,Vejlefjordskolen 15,8721,Daugård,Region Midtjylland
61476,engagerede lærere,2017-04-27,,fast stilling,Gymnasievej 4,4600,Køge,Region Sjælland
61480,- risskov gymnasium søger vikarer,          ,,vikariat,         ,    ,       ,         
61481,risskov gymnasium søger vikarer,2017-04-27,,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland
61482,rektor til deutsches gymnasium für nordschleswig,2017-05-09,,fast stilling,Svinget 26 -28,6200,Aabenraa,Region Syddanmark
61486,pædagogisk leder,2017-04-28,,fast stilling,Postboks 225,3950,Aasiaat,
61487,lærer i naturgeografi til frederiksberg gymnasium,2017-05-01,geografi,fast stilling,Falkoner Plads 2,2000,Frederiksberg,Region Hovedstaden
61489,alssundgymnasiet søger årsvikarer,2017-05-01,,vikariat,Grundtvigs Alle 86,6400,Sønderborg,Region Syddanmark
61490,bliv lærer i kemi bioteknologi religion og erhvervsøkonomi på bg,2017-05-02,bioteknologi-erhvervsøkonomi-kemi-religion-teknologi,fast stilling,P.E. Eriksens Vej 2,8850,Bjerringbro,Region Midtjylland
61492,ledige stillinger på virum gymnasium,2017-05-02,,fast stilling,Fuglsangvej 66,2830,Virum,Region Hovedstaden
61493,fysiklærer til 2-årig stx,          ,fysik,fast stilling,         ,    ,       ,         
61499,årsvikariater i psykologi og religion på stenhus gymnasium & hf,2017-05-03,psykologi-religion,vikariat,Stenhusvej 20,4300,Holbæk,Region Sjælland
61501,fast stilling i musik i kombination med andet gymnasiefag,2017-05-03,musik,fast stilling,Rådmands Boulevard 20,8900,Randers C,Region Midtjylland
61502,vikariater i erhvervsøkonomi fransk matematik naturgeografi og samfundsfag,2017-05-03,erhvervsøkonomi-fransk-geografi-matematik-samfundsfag,vikariat,Rådmands Boulevard 20,8900,Randers C,Region Midtjylland
61504,engelsklærer til ikast-brande gymnasium,2017-05-04,engelsk,fast stilling,Bøgildvej 6,7430,Ikast,Region Midtjylland
61505,struer statsgymnasium søger mediefagslærer,2017-05-05,mediefag,fast stilling,Jyllandsgade 2,7600,Struer,Region Midtjylland
61507,årsvikariat i biologi på brønderslev gymnasium og hf,2017-05-05,biologi,vikariat,Islands Allé 20,9700,Brønderslev,Region Nordjylland
61508,- undervisere til hf/gs afdelingen august 2017,2017-05-05,,fast stilling,Dalgas Avenue 2,8000,Aarhus C,Region Midtjylland
61510,fast fuldtidsmatematiklærer søges,2017-05-05,matematik,fast stilling,Milnersvej 40,3400,Hillerød,Region Hovedstaden
61513,physics teacher for the ib programme,2017-05-07,,fast stilling,Bøgildvej 6,7430,Ikast,Region Midtjylland
61514,matematik og fysik ved ingrid jespersens gymnasieskole,2017-05-08,fysik-matematik,fast stilling,Nordre Frihavnsgade 9-11,2100,København &#21,Region Hovedstaden
61516,underviser i matematik søges til hhx og eux på knord frederikssund,2017-05-08,matematik,fast stilling,Hjortehøjsvej 1,2800,Kongens Lyngby,Region Hovedstaden
61517,er i erhvervsjura,          ,erhvervsjura,fast stilling,         ,    ,       ,         
61519,nordfyns gymnasium søger lærere,2017-05-08,,fast stilling,Højagervej 25,5471,Søndersø,Region Syddanmark
61520,studievejleder ved vestfyns gymnasium,2017-05-08,,fast stilling,Langbygårdsvej 4,5620,Glamsbjerg,Region Syddanmark
61523,genopslag: undervisningsministeriet søger lærer til europaskolen i luxembourg ii,2017-05-09,,fast stilling,Tidemandsvej 1,4300,Holbæk,Region Hovedstaden
61527,årsvikariater fjerritslev gymnasium,2017-05-09,,vikariat,Skovbrynet 9,9690,Fjerritslev,Region Nordjylland
61528,vuc syd søger hf-lærere,2017-05-09,,fast stilling,Lavgade 30,6200,Aabenraa,Region Syddanmark
61529,årsvikariater ved nærum gymnasium,2017-05-09,,vikariat,Nærum Hovedgade 30,2850,Nærum,Region Hovedstaden
61530,matematiklærer på haderslev katedralskole,2017-05-09,matematik,fast stilling,Christiansfeldvej 31,6100,Haderslev,Region Syddanmark
61532,hf-lærer til matematik i kombination med andet fag,2017-05-09,matematik,fast stilling,Nybrovej 114,2800,Kongens Lyngby,Region Hovedstaden
61533,maribo gymnasium søger nye lærere,2017-05-09,,fast stilling,Refshalevej 2,4930,Maribo,Region Sjælland
61534,barselsvikariat i tysk og i samfundsfag,2017-05-10,samfundsfag-tysk,vikariat,Mørkhøjvej 78,2700,Brønshøj,Region Hovedstaden
61535,vikariat i dansk og engelsk,2017-05-11,dansk-engelsk,vikariat,Jyllandsgade 52,9600,Aars,Region Nordjylland
61537,støtte-mentor og faglig vejleder,          ,,fast stilling,         ,    ,       ,         
61538,barselsvikariat i samfundsfag og engelsk,2017-05-11,engelsk-samfundsfag,vikariat,Troels-Lunds Vej 15,2000,Frederiksberg,Region Hovedstaden
61539,uddannelsesleder til campus vejle,2017-05-11,,fast stilling,Boulevarden 48,7100,Vejle,Region Syddanmark
61540,vikar i samfundsfag,2017-05-17,samfundsfag,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland
61541,tre fuldtidsstillinger på n.zahles gymnasieskole,2017-05-12,,fast stilling,Nørre Voldgade 5,1358,København K,Region Hovedstaden
61542,tre barselsvikariater på n. zahles gymnasieskole,2017-05-12,,vikariat,Nørre Voldgade 5,1358,København K,Region Hovedstaden
61545,kalundborg gymnasium søger matematik og eller fysiklærer,2017-05-16,fysik-matematik,fast stilling,J. Hagemann-Petersens Allé 4,4400,Kalundborg,Region Sjælland
61550,gentofte hf søger biologilærer,2017-05-17,biologi,fast stilling,Dahlénsstræde 5,2820,Gentofte,Region Hovedstaden
61551,årsvikar/timelærer til 2-årig stx,2017-05-17,,vikariat,Vestergade 8,6520,Toftlund,Region Syddanmark
61553,2-3 vikariater på marselisborg gymnasium,2017-05-17,,vikariat,Birketinget 9,8000,Aarhus C,Region Midtjylland
61555,akademisk studenterkursus søger timelærer i kemi c,2017-05-18,kemi,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden
61556,uddannelsesleder kvuc,2017-05-18,,fast stilling,Vognmagergade 8,1120,København K,Region Hovedstaden
61560,uddannelsesleder ved vuc djursland,2017-05-19,,fast stilling,Vestervej 3,8500,Grenaa,Region Midtjylland
61562,barselsvikariat i faget design ved rosborg gymnasium&hf,2017-05-19,design,vikariat,Vestre Engvej 61,7100,Vejle,Region Syddanmark
61563,matematiklærer søges til duborg-skolen,2017-05-19,matematik,fast stilling,Ritterstrasse 27,D-24,Flensburg,
61564,ledige stillinger/vikariater i biologi og idræt,2017-05-19,biologi-idræt,vikariat,Skolevangen 25,9800,Hjørring,Region Nordjylland
61565,esbjerg gymnasium søger undervisere i matematik og fysik,2017-05-22,fysik-matematik,fast stilling,Spangsbjerg Møllevej 310,6700,Esbjerg,Region Syddanmark
61569,vikar i matematik  og fysik på marselisborg gymnasium,2017-05-22,fysik-matematik,vikariat,Birketinget 9,8000,Aarhus C,Region Midtjylland
61570,hf-lærere til skive-viborg hf & vuc,          ,,fast stilling,         ,    ,       ,         
61571,årsvikar i naturgeografi på frederiksborg gymnasium og hf,2017-05-22,geografi,vikariat,Carlsbergvej 15,3400,Hillerød,Region Hovedstaden
61572,vikariater på kvuc,2017-05-23,,vikariat,Vognmagergade 8,1120,København K,Region Hovedstaden
61573,studievejleder,2017-05-23,,fast stilling,Slotshaven 5,4300,Holbæk,Region Sjælland
61576,r i dansk som andetsprog avu,2017-05-23,dansk,fast stilling,Nybrovej 114,2800,Kongens Lyngby,Region Hovedstaden
61580,odense katedralskole søger barselsvikar i dansk,2017-05-24,dansk,vikariat,Jernbanegade 34,5100,Odense C,Region Syddanmark
61581,odense katedralskole søger barselsvikar i engelsk og idræt,2017-05-24,engelsk-idræt,vikariat,Jernbanegade 34,5100,Odense C,Region Syddanmark
61582,årsvikar i dansk og tysk til støvring gymnasium,2017-05-24,dansk-tysk,vikariat,Mastrupvej 77,9530,Støvring,Region Nordjylland
61583,langkaer gymnasium søger en kemilærer,2017-05-24,kemi,fast stilling,Kileparken 25,8381,Tilst,Region Midtjylland
61584,- langkaer gymnasium søger en latinlærer,2017-05-29,latin,fast stilling,Kileparken 25,8381,Tilst,Region Midtjylland
61591,a. p. møller skolen søger billedkunstlærer,2017-05-31,billedkunst,fast stilling,Mosegårdsvej 1,7000,Fredericia,
61593,uddannelsesleder,2017-05-31,,fast stilling,Nordre Frihavnsgade 9-11,2100,København &#21,Region Hovedstaden
61594,studieadministrativ medarbejder til mariagerfjord gymnasium,2017-06-01,,fast stilling,Amerikavej 5,9500,Hobro,Region Nordjylland
61595,hf-undervisere,2017-06-01,,fast stilling,Brorsonsvej 2,7400,Herning,Region Midtjylland
61596,barselsvikariat i geografi,2017-06-01,geografi,vikariat,G&#246;teborg Allé 2-4,8200,Aarhus N,Region Midtjylland
61597,barselsvikar mediefag,2017-06-01,mediefag,vikariat,Grundtvigs Alle 86,6400,Sønderborg,Region Syddanmark
61602,fast stilling i matematik og fysik på slagelse gymnasium,2017-06-04,fysik-matematik,fast stilling,Willemoesvej 2A,4200,Slagelse,Region Sjælland
61603,vikar i matematik ved vuc djursland,2017-06-05,matematik,vikariat,Vestervej 3,8500,Grenaa,Region Midtjylland
61604,vikariat i tysk og erhvervsøkonomi,2017-06-06,erhvervsøkonomi-tysk,vikariat,Skolegade 31,4690,Haslev,Region Sjælland
61606,kemilærer ved vuc djursland,2017-06-06,kemi,fast stilling,Vestervej 3,8500,Grenaa,Region Midtjylland
61608,vikariater til frederiksberg gymnasium,2017-06-06,,vikariat,Falkoner Plads 2,2000,Frederiksberg,Region Hovedstaden
61609,vikariat i biologi c (timerester),2017-06-06,biologi,vikariat,Hostrupsgade 48-54,8600,Silkeborg,Region Midtjylland
61610,gymnasielærer til undervisning i it søges til knord i hillerød,2017-06-06,,fast stilling,Hjortehøjsvej 1,2800,Kongens Lyngby,Region Hovedstaden
61611,kommunikationsmedarbejder på morsø gymnasium,2017-06-06,,fast stilling,Limfjordsvej 95,7900,Nykøbing M,Region Nordjylland
61612,timerester på morsø gymnasium,2017-06-06,,fast stilling,Limfjordsvej 95,7900,Nykøbing M,Region Nordjylland
61613,stilling i matematik med mulighed for forlængelse,2017-06-07,matematik,fast stilling,Blytækkerporten 2,2650,Hvidovre,Region Hovedstaden
61614,hf underviser,2017-06-07,,fast stilling,Stormgade 47,6700,Esbjerg,Region Syddanmark
61616,rektor,2017-06-08,,fast stilling,Døesvej 64,7500,Holstebro,Region Midtjylland
61617,barselsvikariat i kemi - varighed 1/2 år.,2017-06-08,kemi,vikariat,Troels-Lunds Vej 15,2000,Frederiksberg,Region Hovedstaden
61618,matematik,2017-06-09,matematik,fast stilling,Søndervangsallé 45,8260,Viby J,Region Midtjylland
61619,spansk,2017-06-09,spansk,fast stilling,Søndervangsallé 45,8260,Viby J,Region Midtjylland
61620,hf timerester ved vuc&hf nordjylland jammerbugt afdeling,2017-06-09,,fast stilling,På sporet 8B,9000,Aalborg,Region Nordjylland
61621,timerester ved vuc&hf nordjylland frederikshavn afdeling,2017-06-09,,fast stilling,På sporet 8B,9000,Aalborg,Region Nordjylland
61622,hf underviser - aalborg,2017-06-09,,fast stilling,På sporet 8B,9000,Aalborg,Region Nordjylland
61625,underviser i fagene afsætning og virksomhedsøkonomi på nyborg gymnasium,2017-06-09,afsætning-virksomhedsøkonomi,fast stilling,Skolebakken 13,5800,Nyborg,Region Syddanmark
61626,biologilærer på tørring gymnasium,2017-06-11,biologi,fast stilling,Kirkevej 20,7160,Tørring,Region Midtjylland
61627,vikariat i matematik og fysik,2017-06-12,fysik-matematik,vikariat,Rådmands Boulevard 20,8900,Randers C,Region Midtjylland
61630,vikar i fysik og matematik,2017-06-13,fysik-matematik,vikariat,Tranekærvej 70,8240,Risskov,Region Midtjylland
61632,årsvikar,2017-06-13,,vikariat,Læderstræde 4,4000,Roskilde,Region Sjælland
61633,ledigt hold i filosofi på nærum gymnasium,2017-06-15,filosofi,fast stilling,Nærum Hovedgade 30,2850,Nærum,Region Hovedstaden
61635,timerester i kemi,2017-06-15,kemi,fast stilling,G&#246;teborg Allé 2-4,8200,Aarhus N,Region Midtjylland
61636,timerester i historie,2017-06-15,historie,fast stilling,G&#246;teborg Allé 2-4,8200,Aarhus N,Region Midtjylland
61638,slagelse gymnasium søger årsvikar,2017-06-15,,vikariat,Willemoesvej 2A,4200,Slagelse,Region Sjælland
61641,vikar til fagene engelsk og tysk på nyborg gymnasium,2017-06-16,engelsk-tysk,vikariat,Skolebakken 13,5800,Nyborg,Region Syddanmark
61642,hf-lærer – biologi og idræt,2017-06-16,biologi-idræt,fast stilling,Munkevej 9,7700,Thisted,Region Nordjylland
61643,holstebro gymnasium og hf søger ny uddannelsesleder,2017-06-16,,fast stilling,Døesvej 64,7500,Holstebro,Region Midtjylland
61644,årsvikariat i matematik,2017-06-19,matematik,vikariat,G&#246;teborg Allé 2-4,8200,Aarhus N,Region Midtjylland
61647,hf-lærere – årsvikarer i dansk historie og biologi,2017-06-21,biologi-dansk-historie,vikariat,Munkevej 9,7700,Thisted,Region Nordjylland
61648,hf og vuc københavn syd søger gsk lærer,2017-06-19,,fast stilling,Åmarksvej 1,2650,Hvidovre,Region Hovedstaden
61654,engageret kemi og fysik lærer,2017-06-21,fysik-kemi,fast stilling,Gymnasievej 4,4600,Køge,Region Sjælland
61655,årsvikar i tysk,2017-06-23,tysk,vikariat,Prinsessegade 35,1422,København K,Region Hovedstaden
61657,campus vejle søger hf-lærere i biologi kemi og geografi,2017-06-23,biologi-geografi-kemi,fast stilling,Boulevarden 48,7100,Vejle,Region Syddanmark
61660,lærer i kemi og biologi,2017-06-23,biologi-kemi,fast stilling,C.E. Jansensvej 11,3900,Nuuk,
61661,viborg katedralskole søger matematiklærer,2017-06-24,matematik,fast stilling,Gl. Skivevej 2,8800,Viborg,Region Midtjylland
61665,fastansættelse på fuld tid i matematik,2017-06-30,matematik,fast stilling,Læderstræde 4,4000,Roskilde,Region Sjælland
61668,bliv uddannelsesleder på bjerringbro gymnasium,2017-06-28,,fast stilling,P.E. Eriksens Vej 2,8850,Bjerringbro,Region Midtjylland
61669,vikariat i dansk og engelsk,2017-06-28,dansk-engelsk,vikariat,Østre Hougvej 97,5500,Middelfart,Region Syddanmark
61672,akademisk studenterkursus søger lærere.,2017-06-29,,fast stilling,Titangade 13A,2200,København N,Region Hovedstaden
61674,økonomi- og studiesekretær,2017-06-30,,fast stilling,Rådmands Boulevard 20,8900,Randers C,Region Midtjylland
61678,vuc syd søger undervisere til vores hf-uddannelser,2017-06-30,,fast stilling,Lavgade 30,6200,Aabenraa,Region Syddanmark
61680,gymnasielærer(e) søges til vikariat i psykologi c og historie b (timerester),2017-06-30,historie-psykologi,vikariat,Hostrupsgade 48-54,8600,Silkeborg,Region Midtjylland
61681,timerester ved frederiksberg hf-kursus,2017-07-02,,fast stilling,Sønderjyllandsallé 2,2000,Frederiksberg,Region Hovedstaden
